binner	rank	precision	recall	predidcted_size	real_size
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	750	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	600	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
stoic_albattani_0	species	0.00	nan	450	0
