binner	rank	precision	recall	predidcted_size	real_size
pensive_curie_8	phylum	0.00	nan	1200	0
pensive_curie_8	phylum	0.00	nan	1050	0
pensive_curie_8	phylum	0.00	nan	900	0
pensive_curie_8	phylum	0.00	nan	750	0
pensive_curie_8	phylum	0.00	nan	450	0
pensive_curie_8	phylum	0.00	nan	450	0
pensive_curie_8	phylum	0.00	nan	300	0
pensive_curie_8	phylum	nan	nan	4931592450	68563800
pensive_curie_8	class	0.95	0.98	676762950	656387700
pensive_curie_8	class	0.98	0.96	469913100	478681950
pensive_curie_8	class	0.96	0.71	394574100	530276550
pensive_curie_8	class	0.98	0.38	365259750	931733100
pensive_curie_8	class	0.99	0.32	321084450	990823950
pensive_curie_8	class	0.98	0.74	152141700	201328200
pensive_curie_8	class	0.08	0.07	51357750	56229600
pensive_curie_8	class	0.99	0.03	32425350	1225301700
pensive_curie_8	class	0.36	1.00	17319900	6241350
pensive_curie_8	class	0.98	0.01	12233550	1226155350
pensive_curie_8	class	0.00	nan	5367450	0
pensive_curie_8	class	0.98	0.00	2943300	662834550
pensive_curie_8	class	0.00	nan	2810250	0
pensive_curie_8	class	0.00	nan	1192200	0
pensive_curie_8	class	0.75	0.00	1071900	450169050
pensive_curie_8	class	0.00	nan	673500	0
pensive_curie_8	class	0.00	nan	609750	0
pensive_curie_8	class	0.00	nan	573600	0
pensive_curie_8	class	0.00	nan	462900	0
pensive_curie_8	class	0.00	nan	268050	0
pensive_curie_8	class	0.00	nan	215550	0
pensive_curie_8	class	0.00	nan	177450	0
pensive_curie_8	class	0.00	nan	146250	0
pensive_curie_8	class	0.00	nan	135000	0
pensive_curie_8	class	0.00	nan	122550	0
pensive_curie_8	class	0.00	nan	115350	0
pensive_curie_8	class	0.00	nan	115050	0
pensive_curie_8	class	0.00	nan	112800	0
pensive_curie_8	class	0.00	nan	112350	0
pensive_curie_8	class	0.00	nan	100800	0
pensive_curie_8	class	0.00	nan	92850	0
pensive_curie_8	class	0.00	nan	91800	0
pensive_curie_8	class	0.00	nan	89850	0
pensive_curie_8	class	0.00	nan	84000	0
pensive_curie_8	class	0.00	nan	79350	0
pensive_curie_8	class	0.00	nan	78900	0
pensive_curie_8	class	0.00	nan	74250	0
pensive_curie_8	class	0.00	nan	69600	0
pensive_curie_8	class	0.00	nan	69150	0
pensive_curie_8	class	0.00	nan	63750	0
pensive_curie_8	class	0.00	nan	62250	0
pensive_curie_8	class	0.00	nan	59850	0
pensive_curie_8	class	0.00	nan	59700	0
pensive_curie_8	class	0.00	nan	58950	0
pensive_curie_8	class	0.00	nan	56550	0
pensive_curie_8	class	0.00	nan	56400	0
pensive_curie_8	class	0.00	nan	48000	0
pensive_curie_8	class	0.00	nan	45450	0
pensive_curie_8	class	0.00	nan	44100	0
pensive_curie_8	class	0.00	nan	36000	0
pensive_curie_8	class	0.00	nan	30150	0
pensive_curie_8	class	0.00	nan	28350	0
pensive_curie_8	class	0.00	nan	27450	0
pensive_curie_8	class	0.00	nan	25800	0
pensive_curie_8	class	0.00	nan	25200	0
pensive_curie_8	class	0.00	nan	24000	0
pensive_curie_8	class	0.00	nan	12450	0
pensive_curie_8	class	0.00	nan	11250	0
pensive_curie_8	class	0.00	nan	8100	0
pensive_curie_8	class	0.00	nan	7050	0
pensive_curie_8	class	0.00	nan	6300	0
pensive_curie_8	class	0.00	nan	6150	0
pensive_curie_8	class	0.00	nan	5700	0
pensive_curie_8	class	0.00	nan	4050	0
pensive_curie_8	class	0.00	nan	3600	0
pensive_curie_8	class	0.00	nan	2700	0
pensive_curie_8	class	0.00	nan	2250	0
pensive_curie_8	class	0.00	nan	2250	0
pensive_curie_8	class	0.00	nan	2100	0
pensive_curie_8	class	0.00	nan	1200	0
pensive_curie_8	class	0.00	nan	1200	0
pensive_curie_8	class	0.00	nan	1050	0
pensive_curie_8	class	0.00	nan	900	0
pensive_curie_8	class	0.00	nan	900	0
pensive_curie_8	class	0.00	nan	750	0
pensive_curie_8	class	0.00	nan	600	0
pensive_curie_8	class	nan	nan	4972765950	68563800
pensive_curie_8	order	0.98	0.99	630233250	619960800
pensive_curie_8	order	0.98	0.96	466733400	478681950
pensive_curie_8	order	0.99	0.69	365619300	530276550
pensive_curie_8	order	0.98	0.38	362036850	931733100
pensive_curie_8	order	0.98	0.32	304570950	940314900
pensive_curie_8	order	1.00	0.74	149460150	201328200
pensive_curie_8	order	0.07	0.07	50935800	56229600
pensive_curie_8	order	0.99	0.03	32425350	1225301700
pensive_curie_8	order	0.77	0.66	30965700	36426900
pensive_curie_8	order	0.36	1.00	17252250	6241350
pensive_curie_8	order	0.00	nan	15295950	0
pensive_curie_8	order	0.98	0.01	12233550	1226155350
pensive_curie_8	order	0.62	0.09	7065450	50509050
pensive_curie_8	order	0.00	nan	5967750	0
pensive_curie_8	order	0.00	nan	5367450	0
pensive_curie_8	order	0.00	nan	3681450	0
pensive_curie_8	order	0.00	nan	3573900	0
pensive_curie_8	order	0.00	nan	2973450	0
pensive_curie_8	order	0.00	nan	2847450	0
pensive_curie_8	order	0.00	nan	2810250	0
pensive_curie_8	order	0.00	nan	2568600	0
pensive_curie_8	order	0.99	0.00	2326650	662834550
pensive_curie_8	order	0.00	nan	1384050	0
pensive_curie_8	order	0.00	nan	1309350	0
pensive_curie_8	order	0.00	nan	1228800	0
pensive_curie_8	order	0.00	nan	1192200	0
pensive_curie_8	order	0.00	nan	1052850	0
pensive_curie_8	order	0.00	nan	982950	0
pensive_curie_8	order	0.00	nan	935700	0
pensive_curie_8	order	0.00	nan	670350	0
pensive_curie_8	order	0.00	nan	609600	0
pensive_curie_8	order	0.00	nan	607650	0
pensive_curie_8	order	0.00	nan	578550	0
pensive_curie_8	order	0.00	nan	540600	0
pensive_curie_8	order	0.00	nan	508350	0
pensive_curie_8	order	0.00	nan	467100	0
pensive_curie_8	order	0.00	nan	462900	0
pensive_curie_8	order	0.00	nan	420150	0
pensive_curie_8	order	0.00	nan	400500	0
pensive_curie_8	order	0.00	nan	376050	0
pensive_curie_8	order	0.00	nan	358950	0
pensive_curie_8	order	0.00	nan	343950	0
pensive_curie_8	order	0.00	nan	339300	0
pensive_curie_8	order	0.00	nan	328050	0
pensive_curie_8	order	0.00	nan	316050	0
pensive_curie_8	order	0.00	nan	314400	0
pensive_curie_8	order	0.00	nan	273600	0
pensive_curie_8	order	0.00	nan	268050	0
pensive_curie_8	order	0.00	nan	244950	0
pensive_curie_8	order	0.00	nan	242850	0
pensive_curie_8	order	0.00	nan	229950	0
pensive_curie_8	order	0.00	nan	215550	0
pensive_curie_8	order	0.00	nan	177450	0
pensive_curie_8	order	0.00	nan	172950	0
pensive_curie_8	order	0.00	nan	166950	0
pensive_curie_8	order	0.00	nan	159900	0
pensive_curie_8	order	0.00	nan	150300	0
pensive_curie_8	order	0.00	nan	139350	0
pensive_curie_8	order	0.00	nan	134850	0
pensive_curie_8	order	0.00	nan	127950	0
pensive_curie_8	order	0.00	nan	120000	0
pensive_curie_8	order	0.00	nan	115050	0
pensive_curie_8	order	0.00	nan	112950	0
pensive_curie_8	order	0.00	nan	112800	0
pensive_curie_8	order	0.00	nan	112350	0
pensive_curie_8	order	0.00	nan	108750	0
pensive_curie_8	order	0.00	nan	100800	0
pensive_curie_8	order	0.00	nan	99450	0
pensive_curie_8	order	0.00	nan	98100	0
pensive_curie_8	order	0.00	nan	91800	0
pensive_curie_8	order	0.00	nan	89850	0
pensive_curie_8	order	0.00	nan	89700	0
pensive_curie_8	order	0.00	nan	89400	0
pensive_curie_8	order	0.00	nan	81150	0
pensive_curie_8	order	0.00	nan	80250	0
pensive_curie_8	order	0.00	nan	78900	0
pensive_curie_8	order	0.00	nan	76800	0
pensive_curie_8	order	0.00	nan	74250	0
pensive_curie_8	order	0.00	nan	69150	0
pensive_curie_8	order	0.00	nan	64650	0
pensive_curie_8	order	0.00	nan	63750	0
pensive_curie_8	order	0.00	nan	63600	0
pensive_curie_8	order	0.00	nan	62550	0
pensive_curie_8	order	0.00	nan	59850	0
pensive_curie_8	order	0.00	nan	59700	0
pensive_curie_8	order	0.00	nan	58950	0
pensive_curie_8	order	0.00	nan	58050	0
pensive_curie_8	order	0.00	nan	56400	0
pensive_curie_8	order	0.00	nan	55650	0
pensive_curie_8	order	0.00	nan	52500	0
pensive_curie_8	order	0.00	nan	50850	0
pensive_curie_8	order	0.00	nan	49800	0
pensive_curie_8	order	0.00	nan	47250	0
pensive_curie_8	order	0.00	nan	47250	0
pensive_curie_8	order	0.00	nan	43800	0
pensive_curie_8	order	0.00	nan	42750	0
pensive_curie_8	order	0.00	nan	41850	0
pensive_curie_8	order	0.00	nan	39300	0
pensive_curie_8	order	0.00	nan	38550	0
pensive_curie_8	order	0.00	nan	36900	0
pensive_curie_8	order	0.00	nan	35400	0
pensive_curie_8	order	0.00	nan	34050	0
pensive_curie_8	order	0.00	nan	30150	0
pensive_curie_8	order	0.00	nan	30000	0
pensive_curie_8	order	0.00	nan	28200	0
pensive_curie_8	order	0.00	nan	27450	0
pensive_curie_8	order	0.00	nan	26250	0
pensive_curie_8	order	0.00	nan	25800	0
pensive_curie_8	order	0.00	nan	25200	0
pensive_curie_8	order	0.00	nan	25200	0
pensive_curie_8	order	0.00	nan	25050	0
pensive_curie_8	order	0.00	nan	24900	0
pensive_curie_8	order	0.00	nan	24150	0
pensive_curie_8	order	0.00	nan	24000	0
pensive_curie_8	order	0.00	nan	23700	0
pensive_curie_8	order	0.00	nan	22950	0
pensive_curie_8	order	0.00	nan	20250	0
pensive_curie_8	order	0.00	nan	20100	0
pensive_curie_8	order	0.00	nan	18750	0
pensive_curie_8	order	0.00	nan	16950	0
pensive_curie_8	order	0.00	nan	16200	0
pensive_curie_8	order	0.00	nan	13050	0
pensive_curie_8	order	0.00	nan	12900	0
pensive_curie_8	order	0.00	nan	12450	0
pensive_curie_8	order	0.00	nan	11250	0
pensive_curie_8	order	0.00	nan	9300	0
pensive_curie_8	order	0.00	nan	9150	0
pensive_curie_8	order	0.00	nan	8100	0
pensive_curie_8	order	0.00	nan	7800	0
pensive_curie_8	order	0.00	nan	6450	0
pensive_curie_8	order	0.00	nan	6300	0
pensive_curie_8	order	0.00	nan	6000	0
pensive_curie_8	order	0.00	nan	5700	0
pensive_curie_8	order	0.00	nan	5700	0
pensive_curie_8	order	0.00	nan	5700	0
pensive_curie_8	order	0.00	nan	5550	0
pensive_curie_8	order	0.00	nan	4050	0
pensive_curie_8	order	0.00	nan	3750	0
pensive_curie_8	order	0.00	nan	3750	0
pensive_curie_8	order	0.00	nan	3750	0
pensive_curie_8	order	0.00	nan	3750	0
pensive_curie_8	order	0.00	nan	3600	0
pensive_curie_8	order	0.00	nan	3150	0
pensive_curie_8	order	0.00	nan	3150	0
pensive_curie_8	order	0.00	nan	3150	0
pensive_curie_8	order	0.00	nan	3000	0
pensive_curie_8	order	0.00	nan	2850	0
pensive_curie_8	order	0.00	nan	2250	0
pensive_curie_8	order	0.00	nan	2250	0
pensive_curie_8	order	0.00	nan	2100	0
pensive_curie_8	order	0.00	nan	1950	0
pensive_curie_8	order	0.00	nan	1950	0
pensive_curie_8	order	0.00	nan	1950	0
pensive_curie_8	order	0.00	nan	1650	0
pensive_curie_8	order	0.00	nan	1500	0
pensive_curie_8	order	0.00	nan	1500	0
pensive_curie_8	order	0.00	nan	1500	0
pensive_curie_8	order	0.00	nan	1200	0
pensive_curie_8	order	0.00	nan	1200	0
pensive_curie_8	order	0.00	nan	1200	0
pensive_curie_8	order	0.00	nan	1200	0
pensive_curie_8	order	0.00	nan	1050	0
pensive_curie_8	order	0.00	nan	1050	0
pensive_curie_8	order	0.00	nan	1050	0
pensive_curie_8	order	0.00	nan	1050	0
pensive_curie_8	order	0.00	nan	900	0
pensive_curie_8	order	0.00	nan	900	0
pensive_curie_8	order	0.00	nan	900	0
pensive_curie_8	order	0.00	nan	900	0
pensive_curie_8	order	0.00	nan	750	0
pensive_curie_8	order	0.00	nan	750	0
pensive_curie_8	order	0.00	nan	750	0
pensive_curie_8	order	0.00	nan	600	0
pensive_curie_8	order	0.00	nan	600	0
pensive_curie_8	order	0.00	nan	600	0
pensive_curie_8	order	0.00	nan	600	0
pensive_curie_8	order	0.00	nan	450	0
pensive_curie_8	order	0.00	nan	450	0
pensive_curie_8	order	0.00	nan	150	0
pensive_curie_8	order	0.00	nan	150	0
pensive_curie_8	order	nan	nan	4985728350	68563800
pensive_curie_8	family	0.98	0.99	629289900	619960800
pensive_curie_8	family	0.99	0.68	364572600	530276550
pensive_curie_8	family	1.00	0.27	245995650	921986100
pensive_curie_8	family	1.00	0.18	156607950	848095350
pensive_curie_8	family	1.00	0.74	149351250	201328200
pensive_curie_8	family	0.00	nan	39382650	0
pensive_curie_8	family	0.00	nan	34104450	0
pensive_curie_8	family	0.99	0.03	31428000	1225301700
pensive_curie_8	family	0.79	0.65	30307650	36426900
pensive_curie_8	family	0.00	nan	22594500	0
pensive_curie_8	family	0.00	nan	17037600	0
pensive_curie_8	family	0.38	1.00	16476150	6241350
pensive_curie_8	family	0.12	0.11	15838950	18328800
pensive_curie_8	family	0.00	nan	12730500	0
pensive_curie_8	family	0.00	nan	11780250	0
pensive_curie_8	family	0.99	0.01	9413850	1226155350
pensive_curie_8	family	0.00	nan	9023400	0
pensive_curie_8	family	0.00	nan	8080350	0
pensive_curie_8	family	0.00	nan	7871700	0
pensive_curie_8	family	0.00	nan	6840900	0
pensive_curie_8	family	0.64	0.08	6677850	50509050
pensive_curie_8	family	0.00	nan	6661050	0
pensive_curie_8	family	0.00	nan	6361200	0
pensive_curie_8	family	0.00	nan	6038700	0
pensive_curie_8	family	0.00	nan	5967750	0
pensive_curie_8	family	0.00	nan	5223750	0
pensive_curie_8	family	0.00	nan	5010000	0
pensive_curie_8	family	0.00	nan	4845750	0
pensive_curie_8	family	0.09	0.02	4584750	21936600
pensive_curie_8	family	0.00	nan	4464450	0
pensive_curie_8	family	0.00	nan	4251900	0
pensive_curie_8	family	0.00	nan	4158450	0
pensive_curie_8	family	0.00	nan	3681450	0
pensive_curie_8	family	0.00	nan	3252150	0
pensive_curie_8	family	0.00	nan	3153600	0
pensive_curie_8	family	0.00	nan	2998350	0
pensive_curie_8	family	0.00	nan	2884200	0
pensive_curie_8	family	0.00	nan	2867400	0
pensive_curie_8	family	0.00	nan	2601750	0
pensive_curie_8	family	0.00	nan	2568600	0
pensive_curie_8	family	0.00	nan	2546100	0
pensive_curie_8	family	0.00	nan	2518650	0
pensive_curie_8	family	0.00	nan	2443950	0
pensive_curie_8	family	0.00	nan	2378250	0
pensive_curie_8	family	0.00	nan	2326650	0
pensive_curie_8	family	0.00	nan	2225400	0
pensive_curie_8	family	0.00	nan	2145450	0
pensive_curie_8	family	0.00	nan	2022000	0
pensive_curie_8	family	0.00	nan	1986750	0
pensive_curie_8	family	0.00	nan	1936800	0
pensive_curie_8	family	0.00	nan	1660500	0
pensive_curie_8	family	0.00	nan	1492200	0
pensive_curie_8	family	0.59	0.03	1234200	28705350
pensive_curie_8	family	0.00	nan	1192200	0
pensive_curie_8	family	0.00	nan	1098300	0
pensive_curie_8	family	0.00	nan	1085550	0
pensive_curie_8	family	0.00	nan	961950	0
pensive_curie_8	family	0.00	nan	959100	0
pensive_curie_8	family	0.00	nan	920250	0
pensive_curie_8	family	0.00	nan	866250	0
pensive_curie_8	family	0.00	nan	846150	0
pensive_curie_8	family	0.00	nan	826500	0
pensive_curie_8	family	0.00	nan	800850	0
pensive_curie_8	family	0.00	nan	794550	0
pensive_curie_8	family	0.00	nan	788100	0
pensive_curie_8	family	0.00	nan	788100	0
pensive_curie_8	family	0.00	nan	766950	0
pensive_curie_8	family	0.00	nan	766200	0
pensive_curie_8	family	0.00	nan	765300	0
pensive_curie_8	family	0.00	nan	747600	0
pensive_curie_8	family	0.00	nan	742050	0
pensive_curie_8	family	0.00	nan	737700	0
pensive_curie_8	family	0.00	nan	692700	0
pensive_curie_8	family	0.00	nan	666900	0
pensive_curie_8	family	0.00	nan	662400	0
pensive_curie_8	family	0.00	nan	662250	0
pensive_curie_8	family	0.00	nan	632700	0
pensive_curie_8	family	0.00	nan	621300	0
pensive_curie_8	family	0.00	nan	586200	0
pensive_curie_8	family	0.00	nan	578550	0
pensive_curie_8	family	0.00	nan	548100	0
pensive_curie_8	family	0.00	nan	542700	0
pensive_curie_8	family	0.00	nan	540600	0
pensive_curie_8	family	0.00	nan	506550	0
pensive_curie_8	family	0.00	nan	484500	0
pensive_curie_8	family	0.00	nan	483450	0
pensive_curie_8	family	0.00	nan	479250	0
pensive_curie_8	family	0.00	nan	476550	0
pensive_curie_8	family	0.00	nan	471300	0
pensive_curie_8	family	0.00	nan	466950	0
pensive_curie_8	family	0.00	nan	458550	0
pensive_curie_8	family	0.00	nan	432750	0
pensive_curie_8	family	0.00	nan	400500	0
pensive_curie_8	family	0.00	nan	388350	0
pensive_curie_8	family	0.00	nan	386250	0
pensive_curie_8	family	0.00	nan	383850	0
pensive_curie_8	family	0.00	nan	376200	0
pensive_curie_8	family	0.00	nan	363450	0
pensive_curie_8	family	0.00	nan	363300	0
pensive_curie_8	family	0.00	nan	358950	0
pensive_curie_8	family	0.00	nan	344700	0
pensive_curie_8	family	0.00	nan	339300	0
pensive_curie_8	family	0.00	nan	332850	0
pensive_curie_8	family	0.00	nan	328650	0
pensive_curie_8	family	0.00	nan	324150	0
pensive_curie_8	family	0.00	nan	322800	0
pensive_curie_8	family	0.00	nan	320100	0
pensive_curie_8	family	0.00	nan	316050	0
pensive_curie_8	family	0.00	nan	313200	0
pensive_curie_8	family	0.00	nan	309000	0
pensive_curie_8	family	0.00	nan	303150	0
pensive_curie_8	family	0.00	nan	286800	0
pensive_curie_8	family	0.00	nan	276150	0
pensive_curie_8	family	0.00	nan	269250	0
pensive_curie_8	family	0.00	nan	265950	0
pensive_curie_8	family	0.00	nan	263850	0
pensive_curie_8	family	0.00	nan	261750	0
pensive_curie_8	family	0.00	nan	258750	0
pensive_curie_8	family	0.00	nan	246150	0
pensive_curie_8	family	0.00	nan	244950	0
pensive_curie_8	family	0.00	nan	242850	0
pensive_curie_8	family	0.00	nan	238050	0
pensive_curie_8	family	0.00	nan	230700	0
pensive_curie_8	family	0.00	nan	228300	0
pensive_curie_8	family	0.00	nan	211500	0
pensive_curie_8	family	0.00	nan	207600	0
pensive_curie_8	family	0.00	nan	198150	0
pensive_curie_8	family	0.00	nan	190800	0
pensive_curie_8	family	0.00	nan	182850	0
pensive_curie_8	family	0.00	nan	181950	0
pensive_curie_8	family	0.00	nan	177450	0
pensive_curie_8	family	0.00	nan	172950	0
pensive_curie_8	family	0.00	nan	170550	0
pensive_curie_8	family	0.00	nan	170100	0
pensive_curie_8	family	0.00	nan	166350	0
pensive_curie_8	family	0.00	nan	163050	0
pensive_curie_8	family	0.00	nan	162150	0
pensive_curie_8	family	0.00	nan	152250	0
pensive_curie_8	family	0.00	nan	151800	0
pensive_curie_8	family	0.00	nan	149400	0
pensive_curie_8	family	0.00	nan	145650	0
pensive_curie_8	family	0.00	nan	141150	0
pensive_curie_8	family	0.00	nan	139800	0
pensive_curie_8	family	0.00	nan	139050	0
pensive_curie_8	family	0.00	nan	134850	0
pensive_curie_8	family	0.00	nan	133650	0
pensive_curie_8	family	0.00	nan	132300	0
pensive_curie_8	family	0.00	nan	131400	0
pensive_curie_8	family	0.00	nan	128700	0
pensive_curie_8	family	0.00	nan	126000	0
pensive_curie_8	family	0.00	nan	123900	0
pensive_curie_8	family	0.00	nan	116100	0
pensive_curie_8	family	0.00	nan	115050	0
pensive_curie_8	family	0.00	nan	112350	0
pensive_curie_8	family	0.00	nan	112350	0
pensive_curie_8	family	0.00	nan	109650	0
pensive_curie_8	family	0.00	nan	105900	0
pensive_curie_8	family	0.00	nan	101700	0
pensive_curie_8	family	0.00	nan	101550	0
pensive_curie_8	family	0.00	nan	100500	0
pensive_curie_8	family	0.00	nan	97800	0
pensive_curie_8	family	0.00	nan	96000	0
pensive_curie_8	family	0.00	nan	94650	0
pensive_curie_8	family	0.00	nan	89850	0
pensive_curie_8	family	0.00	nan	89700	0
pensive_curie_8	family	0.00	nan	89700	0
pensive_curie_8	family	0.00	nan	89400	0
pensive_curie_8	family	0.00	nan	88800	0
pensive_curie_8	family	0.00	nan	85800	0
pensive_curie_8	family	0.00	nan	81900	0
pensive_curie_8	family	0.00	nan	81150	0
pensive_curie_8	family	0.00	nan	80250	0
pensive_curie_8	family	0.00	nan	79800	0
pensive_curie_8	family	0.00	nan	79650	0
pensive_curie_8	family	0.00	nan	78600	0
pensive_curie_8	family	0.00	nan	76950	0
pensive_curie_8	family	0.00	nan	76800	0
pensive_curie_8	family	0.00	nan	75600	0
pensive_curie_8	family	0.00	nan	75450	0
pensive_curie_8	family	0.00	nan	74400	0
pensive_curie_8	family	0.00	nan	74250	0
pensive_curie_8	family	0.00	nan	70800	0
pensive_curie_8	family	0.00	nan	69150	0
pensive_curie_8	family	0.00	nan	69000	0
pensive_curie_8	family	0.00	nan	68100	0
pensive_curie_8	family	0.00	nan	67650	0
pensive_curie_8	family	0.00	nan	67200	0
pensive_curie_8	family	0.00	nan	65250	0
pensive_curie_8	family	0.00	nan	64650	0
pensive_curie_8	family	0.00	nan	63900	0
pensive_curie_8	family	0.00	nan	63750	0
pensive_curie_8	family	0.00	nan	63600	0
pensive_curie_8	family	0.00	nan	62550	0
pensive_curie_8	family	0.00	nan	62400	0
pensive_curie_8	family	0.00	nan	62250	0
pensive_curie_8	family	0.00	nan	60750	0
pensive_curie_8	family	0.00	nan	60000	0
pensive_curie_8	family	0.00	nan	59850	0
pensive_curie_8	family	0.00	nan	59400	0
pensive_curie_8	family	0.00	nan	58950	0
pensive_curie_8	family	0.00	nan	58950	0
pensive_curie_8	family	0.00	nan	56400	0
pensive_curie_8	family	0.00	nan	55800	0
pensive_curie_8	family	0.00	nan	55650	0
pensive_curie_8	family	0.00	nan	55650	0
pensive_curie_8	family	0.00	nan	54300	0
pensive_curie_8	family	0.00	nan	52500	0
pensive_curie_8	family	0.00	nan	52500	0
pensive_curie_8	family	0.00	nan	51900	0
pensive_curie_8	family	0.00	nan	51300	0
pensive_curie_8	family	0.00	nan	49800	0
pensive_curie_8	family	0.00	nan	49650	0
pensive_curie_8	family	0.00	nan	48750	0
pensive_curie_8	family	0.00	nan	47250	0
pensive_curie_8	family	0.00	nan	45450	0
pensive_curie_8	family	0.00	nan	43800	0
pensive_curie_8	family	0.00	nan	42600	0
pensive_curie_8	family	0.00	nan	42150	0
pensive_curie_8	family	0.00	nan	41550	0
pensive_curie_8	family	0.00	nan	41100	0
pensive_curie_8	family	0.00	nan	40650	0
pensive_curie_8	family	0.00	nan	39900	0
pensive_curie_8	family	0.00	nan	39300	0
pensive_curie_8	family	0.00	nan	38550	0
pensive_curie_8	family	0.00	nan	38400	0
pensive_curie_8	family	0.00	nan	38100	0
pensive_curie_8	family	0.00	nan	36900	0
pensive_curie_8	family	0.00	nan	35400	0
pensive_curie_8	family	0.00	nan	33900	0
pensive_curie_8	family	0.00	nan	33300	0
pensive_curie_8	family	0.00	nan	32700	0
pensive_curie_8	family	0.00	nan	30900	0
pensive_curie_8	family	0.00	nan	30900	0
pensive_curie_8	family	0.00	nan	30750	0
pensive_curie_8	family	0.00	nan	30000	0
pensive_curie_8	family	0.00	nan	30000	0
pensive_curie_8	family	0.00	nan	29400	0
pensive_curie_8	family	0.00	nan	26100	0
pensive_curie_8	family	0.00	nan	25800	0
pensive_curie_8	family	0.00	nan	25200	0
pensive_curie_8	family	0.00	nan	25200	0
pensive_curie_8	family	0.00	nan	25050	0
pensive_curie_8	family	0.00	nan	24600	0
pensive_curie_8	family	0.00	nan	24000	0
pensive_curie_8	family	0.00	nan	24000	0
pensive_curie_8	family	0.00	nan	23700	0
pensive_curie_8	family	0.00	nan	23250	0
pensive_curie_8	family	0.00	nan	22950	0
pensive_curie_8	family	0.00	nan	21750	0
pensive_curie_8	family	0.00	nan	21600	0
pensive_curie_8	family	0.00	nan	20250	0
pensive_curie_8	family	0.00	nan	20100	0
pensive_curie_8	family	0.00	nan	20100	0
pensive_curie_8	family	0.00	nan	18900	0
pensive_curie_8	family	0.00	nan	18300	0
pensive_curie_8	family	0.00	nan	17850	0
pensive_curie_8	family	0.00	nan	17700	0
pensive_curie_8	family	0.00	nan	16950	0
pensive_curie_8	family	0.00	nan	16050	0
pensive_curie_8	family	0.00	nan	15300	0
pensive_curie_8	family	0.00	nan	15000	0
pensive_curie_8	family	0.00	nan	14400	0
pensive_curie_8	family	0.00	nan	14250	0
pensive_curie_8	family	0.00	nan	13650	0
pensive_curie_8	family	0.00	nan	13500	0
pensive_curie_8	family	0.00	nan	13500	0
pensive_curie_8	family	0.00	nan	12900	0
pensive_curie_8	family	0.00	nan	12450	0
pensive_curie_8	family	0.00	nan	12150	0
pensive_curie_8	family	0.00	nan	11700	0
pensive_curie_8	family	0.00	nan	11250	0
pensive_curie_8	family	0.00	nan	9600	0
pensive_curie_8	family	0.00	nan	9300	0
pensive_curie_8	family	0.00	nan	9300	0
pensive_curie_8	family	0.00	nan	9150	0
pensive_curie_8	family	0.00	nan	8400	0
pensive_curie_8	family	0.00	nan	8100	0
pensive_curie_8	family	0.00	nan	7800	0
pensive_curie_8	family	0.00	nan	7800	0
pensive_curie_8	family	0.00	nan	7200	0
pensive_curie_8	family	0.00	nan	6750	0
pensive_curie_8	family	0.00	nan	6600	0
pensive_curie_8	family	0.00	nan	6450	0
pensive_curie_8	family	0.00	nan	6300	0
pensive_curie_8	family	0.00	nan	6300	0
pensive_curie_8	family	0.00	nan	6000	0
pensive_curie_8	family	0.00	nan	5700	0
pensive_curie_8	family	0.00	nan	5700	0
pensive_curie_8	family	0.00	nan	5550	0
pensive_curie_8	family	0.00	nan	5100	0
pensive_curie_8	family	0.00	nan	5100	0
pensive_curie_8	family	0.00	nan	4350	0
pensive_curie_8	family	0.00	nan	4050	0
pensive_curie_8	family	0.00	nan	4050	0
pensive_curie_8	family	0.00	nan	3900	0
pensive_curie_8	family	0.00	nan	3750	0
pensive_curie_8	family	0.00	nan	3750	0
pensive_curie_8	family	0.00	nan	3600	0
pensive_curie_8	family	0.00	nan	3600	0
pensive_curie_8	family	0.00	nan	3450	0
pensive_curie_8	family	0.00	nan	3300	0
pensive_curie_8	family	0.00	nan	3150	0
pensive_curie_8	family	0.00	nan	3150	0
pensive_curie_8	family	0.00	nan	3150	0
pensive_curie_8	family	0.00	nan	3000	0
pensive_curie_8	family	0.00	nan	2850	0
pensive_curie_8	family	0.00	nan	2850	0
pensive_curie_8	family	0.00	nan	2700	0
pensive_curie_8	family	0.00	nan	2700	0
pensive_curie_8	family	0.00	nan	2400	0
pensive_curie_8	family	0.00	nan	2400	0
pensive_curie_8	family	0.00	nan	2250	0
pensive_curie_8	family	0.00	nan	2250	0
pensive_curie_8	family	0.00	nan	2250	0
pensive_curie_8	family	0.00	nan	2100	0
pensive_curie_8	family	0.00	nan	2100	0
pensive_curie_8	family	0.00	nan	2100	0
pensive_curie_8	family	0.00	nan	2100	0
pensive_curie_8	family	0.00	nan	1950	0
pensive_curie_8	family	0.00	nan	1800	0
pensive_curie_8	family	0.00	nan	1800	0
pensive_curie_8	family	0.00	nan	1800	0
pensive_curie_8	family	0.00	nan	1650	0
pensive_curie_8	family	0.00	nan	1650	0
pensive_curie_8	family	0.00	nan	1650	0
pensive_curie_8	family	0.00	nan	1650	0
pensive_curie_8	family	0.00	nan	1650	0
pensive_curie_8	family	0.00	nan	1500	0
pensive_curie_8	family	0.00	nan	1500	0
pensive_curie_8	family	0.00	nan	1500	0
pensive_curie_8	family	0.00	nan	1500	0
pensive_curie_8	family	0.00	nan	1500	0
