binner	rank	precision	recall	size
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	1.00	0.00	8875950
stoic_albattani_4	species	0.00	0.00	7065150
stoic_albattani_4	species	1.00	0.00	6685650
stoic_albattani_4	species	0.67	0.00	6433800
stoic_albattani_4	species	1.00	0.00	5746650
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.50	0.00	50829900
stoic_albattani_4	species	1.00	0.00	16866750
stoic_albattani_4	species	1.00	0.00	10410000
stoic_albattani_4	species	1.00	0.00	10112400
stoic_albattani_4	species	1.00	0.00	5142450
stoic_albattani_4	species	1.00	0.00	3087750
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
stoic_albattani_4	species	0.00	nan	0
